,precision,recall,f1-score,support
1.0,0.45733539750478097,0.6216115855922763,0.5269674711437565,8079.0
2.0,0.33404340300892027,0.3396047644829453,0.3368011275924559,7388.0
3.0,0.45208711433756804,0.3610144927536232,0.401450443190975,6900.0
4.0,0.3458856345885635,0.29821133323312793,0.32028412301234965,6653.0
5.0,0.28614298323036186,0.24100505501040737,0.2616415140020983,6726.0
6.0,0.7326399510553686,0.4171747082389828,0.5316315205327414,5741.0
7.0,0.3618847023948826,0.5761301539990065,0.44454027118968903,8052.0
8.0,0.2966568699485672,0.25112735188928625,0.272,6431.0
9.0,0.7141615986099045,0.5941023417172593,0.6486230568926064,6918.0
10.0,0.5028225251273578,0.5169143665958953,0.5097710776102736,7065.0
accuracy,0.42940259888782467,0.42940259888782467,0.42940259888782467,0.42940259888782467
macro avg,0.44836601798062753,0.42168961535128097,0.42537106051669465,69953.0
weighted avg,0.44356488287085866,0.42940259888782467,0.4270837544568204,69953.0
