,precision,recall,f1-score,support
1.0,0.36906666666666665,0.4046783625730994,0.38605299860529985,1710.0
2.0,0.515686274509804,0.5725689404934688,0.5426409903713892,1378.0
3.0,0.47560975609756095,0.49486404833836856,0.48504589872668047,1655.0
4.0,0.6115384615384616,0.5756698044895003,0.5930622901902275,1381.0
5.0,0.7048665620094191,0.6171821305841925,0.6581165262000733,1455.0
6.0,0.507213363705391,0.4108241082410824,0.453958545701665,1626.0
7.0,0.3727735368956743,0.3414918414918415,0.3564476885644769,1716.0
8.0,0.5961405926946933,0.565729234793983,0.5805369127516778,1529.0
9.0,0.5555555555555556,0.6693548387096774,0.6071689831748354,1240.0
10.0,0.566804002354326,0.6237046632124352,0.5938945420906568,1544.0
accuracy,0.5189050807404489,0.5189050807404489,0.5189050807404489,0.5189050807404489
macro avg,0.5275254772027552,0.5276067972927649,0.5256925376376982,15234.0
weighted avg,0.5211310784545353,0.5189050807404489,0.5182187162743166,15234.0
