,precision,recall,f1-score,support
1.0,0.38613861386138615,0.5701754385964912,0.4604486422668241,1710.0
2.0,0.7003454231433506,0.5885341074020319,0.639589905362776,1378.0
3.0,0.5392271662763466,0.5564954682779456,0.5477252453166815,1655.0
4.0,0.721496953872933,0.6002896451846488,0.6553359683794466,1381.0
5.0,0.6820113314447592,0.6618556701030928,0.6717823508894315,1455.0
6.0,0.615144418423107,0.48462484624846247,0.542139662882697,1626.0
7.0,0.42227848101265825,0.486013986013986,0.4519100514765646,1716.0
8.0,0.7284820031298904,0.6088947024198823,0.6633416458852868,1529.0
9.0,0.6677018633540373,0.6935483870967742,0.680379746835443,1240.0
10.0,0.636986301369863,0.6023316062176166,0.6191744340878829,1544.0
accuracy,0.5804122357883681,0.5804122357883681,0.5804122357883681,0.5804122357883681
macro avg,0.6099812555888331,0.5852763857560933,0.5931827653383034,15234.0
weighted avg,0.6010679141371851,0.5804122357883681,0.5860963614801572,15234.0
