,precision,recall,f1-score,support
1.0,0.8383199729027887,0.9190493873004084,0.8768304204062353,8079.0
2.0,0.7546374367622259,0.847996751488901,0.798597833014659,7388.0
3.0,0.8593698720052511,0.7589855072463768,0.8060643373864861,6900.0
4.0,0.7872372829728906,0.7769427326018338,0.7820561313261215,6653.0
5.0,0.7840305444887118,0.7022004162949748,0.7408627450980392,6726.0
6.0,0.8743822075782537,0.7395924055042675,0.8013588751533453,5741.0
7.0,0.7427276559865092,0.8751862891207154,0.8035347776510833,8052.0
8.0,0.8292226569144412,0.7580469600373192,0.7920389926888708,6431.0
9.0,0.8154753545850302,0.8394044521538017,0.8272668993518056,6918.0
10.0,0.8365356192728347,0.8011323425336164,0.8184513050394042,7065.0
accuracy,0.8070275756579418,0.8070275756579418,0.8070275756579418,0.8070275756579418
macro avg,0.8121938603468937,0.8018537244282214,0.8047062317116049,69953.0
weighted avg,0.8101606013476994,0.8070275756579418,0.8062773136775594,69953.0
