,precision,recall,f1-score,support
18.0,0.4008714596949891,0.4006532389765923,0.40076231962973047,1837.0
19.0,0.45196989818503763,0.5241273100616016,0.4853815070121226,1948.0
20.0,0.46649484536082475,0.506152125279642,0.4855150214592275,1788.0
21.0,0.5410225921521997,0.489247311827957,0.5138339920948617,1860.0
22.0,0.5015739769150053,0.26585094549499444,0.3475099963649582,1798.0
23.0,0.6764179104477612,0.6157608695652174,0.6446657183499289,1840.0
24.0,0.3615598885793872,0.6091037071797278,0.45376682398182133,2131.0
25.0,0.5135635018495684,0.4211324570273003,0.4627777777777778,1978.0
26.0,0.6237148732008225,0.4605263157894737,0.529839883551674,1976.0
27.0,0.5412979351032449,0.5813093980992609,0.5605906313645621,1894.0
accuracy,0.489501312335958,0.489501312335958,0.489501312335958,0.489501312335958
macro avg,0.5078486881488841,0.48738636793017676,0.4884643671586664,19050.0
weighted avg,0.5064390347244591,0.489501312335958,0.48858988702180206,19050.0
