,precision,recall,f1-score,support
1.0,0.35996449178872614,0.47426900584795323,0.4092858945243502,1710.0
2.0,0.5592203898050975,0.5413642960812772,0.5501474926253688,1378.0
3.0,0.4702549575070821,0.5015105740181269,0.4853801169590643,1655.0
4.0,0.6489547038327527,0.5394641564083997,0.5891656781336496,1381.0
5.0,0.7162162162162162,0.6192439862542956,0.6642093623295245,1455.0
6.0,0.5196850393700787,0.4059040590405904,0.4558011049723757,1626.0
7.0,0.37080536912751677,0.38636363636363635,0.3784246575342466,1716.0
8.0,0.6210680321872714,0.5552648790058862,0.5863259668508287,1529.0
9.0,0.5941485371342836,0.6387096774193548,0.6156237854644384,1240.0
10.0,0.5651920838183935,0.6288860103626943,0.595340282035561,1544.0
accuracy,0.5230405671524222,0.5230405671524222,0.5230405671524222,0.5230405671524222
macro avg,0.5425509820787419,0.5290980280802214,0.5329704341429409,15234.0
weighted avg,0.5345307631276754,0.5230405671524222,0.5258585560917194,15234.0
