,precision,recall,f1-score,support
1.0,0.3353658536585366,0.38596491228070173,0.35889070146818924,1710.0
2.0,0.5235294117647059,0.581277213352685,0.5508940852819807,1378.0
3.0,0.4840394660475914,0.5039274924471299,0.4937833037300178,1655.0
4.0,0.6258823529411764,0.5778421433743663,0.6009036144578314,1381.0
5.0,0.7373572593800979,0.6213058419243986,0.6743752331219695,1455.0
6.0,0.5341880341880342,0.3843788437884379,0.4470672389127325,1626.0
7.0,0.35542929292929293,0.3280885780885781,0.3412121212121212,1716.0
8.0,0.5790940766550523,0.5434924787442773,0.5607287449392713,1529.0
9.0,0.5640307907627712,0.65,0.6039715249156987,1240.0
10.0,0.5195353748680043,0.6373056994818653,0.5724258289703316,1544.0
accuracy,0.5124064592359197,0.5124064592359197,0.5124064592359197,0.5124064592359197
macro avg,0.5258451913195265,0.5213583203482441,0.5204252397010144,15234.0
weighted avg,0.5184905376191711,0.5124064592359197,0.5122532575010497,15234.0
