,precision,recall,f1-score,support
18.0,0.23088455772113944,0.16766467065868262,0.19426048565121412,1837.0
19.0,0.30975274725274726,0.23151950718685832,0.26498237367802585,1948.0
20.0,0.36450381679389315,0.32046979865771813,0.3410714285714286,1788.0
21.0,0.26369545032497677,0.3053763440860215,0.2830094668659691,1860.0
22.0,0.18518518518518517,0.08064516129032258,0.11235955056179775,1798.0
23.0,0.33835758835758833,0.35380434782608694,0.3459086078639745,1840.0
24.0,0.2565635005336179,0.5640544345377757,0.35269953051643194,2131.0
25.0,0.2792207792207792,0.21739130434782608,0.24445707788516202,1978.0
26.0,0.30885311871227367,0.3107287449392713,0.30978809283551967,1976.0
27.0,0.2936802973977695,0.2502639915522703,0.2702394526795895,1894.0
accuracy,0.2843044619422572,0.2843044619422572,0.2843044619422572,0.2843044619422572
macro avg,0.2830697041499971,0.2801918305082834,0.2718776067109113,19050.0
weighted avg,0.2829837448051243,0.2843044619422572,0.2733272127825624,19050.0
