,precision,recall,f1-score,support
1.0,0.2624971467701438,0.672514619883041,0.37760630438351667,1710.0
2.0,0.7546754675467546,0.49782293178519593,0.5999125491910801,1378.0
3.0,0.41923485653560044,0.47673716012084594,0.44614079728583544,1655.0
4.0,0.713307240704501,0.5278783490224475,0.6067415730337079,1381.0
5.0,0.7454858125537404,0.5958762886597938,0.6623376623376623,1455.0
6.0,0.6779303062302007,0.3948339483394834,0.499028371550719,1626.0
7.0,0.357032457496136,0.40384615384615385,0.37899917965545526,1716.0
8.0,0.7135016465422612,0.4251144538914323,0.5327868852459017,1529.0
9.0,0.7017364657814096,0.5540322580645162,0.619197836863452,1240.0
10.0,0.5841674249317561,0.41580310880829013,0.4858115777525539,1544.0
accuracy,0.4946173034002888,0.4946173034002888,0.4946173034002888,0.4946173034002888
macro avg,0.5929568825092504,0.49644592724212,0.5208562737299884,15234.0
weighted avg,0.5796533985638554,0.4946173034002888,0.5124506347368954,15234.0
