,precision,recall,f1-score,support
1.0,0.3317448680351906,0.5292397660818714,0.4078413699864804,1710.0
2.0,0.5998225377107365,0.49056603773584906,0.5397205588822356,1378.0
3.0,0.43362350380848746,0.481570996978852,0.4563412539364443,1655.0
4.0,0.6074688796680497,0.5300506879073136,0.5661252900232019,1381.0
5.0,0.8098933074684772,0.5738831615120275,0.671761866452132,1455.0
6.0,0.5225225225225225,0.3210332103321033,0.3977142857142857,1626.0
7.0,0.34560757496054706,0.38286713286713286,0.36328448990876416,1716.0
8.0,0.6156802459646425,0.5238718116415958,0.566077738515901,1529.0
9.0,0.591229444009397,0.6088709677419355,0.5999205403257847,1240.0
10.0,0.5254515599343186,0.6217616580310881,0.5695639276179175,1544.0
accuracy,0.5015097807535775,0.5015097807535775,0.5015097807535775,0.5015097807535775
macro avg,0.538304444408237,0.5063715430829768,0.5138351321363147,15234.0
weighted avg,0.5289009059170887,0.5015097807535775,0.5064028908351733,15234.0
