,precision,recall,f1-score,support
1.0,0.4916597548613031,0.6603540042084416,0.5636555731642895,8079.0
2.0,0.37045868985832514,0.35747157552788306,0.36384928015430185,7388.0
3.0,0.4661746617466175,0.3844927536231884,0.42141211976808834,6900.0
4.0,0.38240358126721763,0.33383436043889975,0.3564721932429179,6653.0
5.0,0.35190486676943405,0.2375854891465953,0.2836602467382622,6726.0
6.0,0.6315025405274619,0.4546246298554259,0.5286611302410371,5741.0
7.0,0.39979757085020245,0.5886736214605067,0.47619047619047616,8052.0
8.0,0.3246150992394732,0.2721194215518582,0.29605819658264254,6431.0
9.0,0.6343955896194702,0.6819890141659439,0.6573319400905607,6918.0
10.0,0.5285272625070264,0.5323425336164189,0.5304280375149848,7065.0
accuracy,0.4578359755836061,0.4578359755836061,0.4578359755836061,0.4578359755836061
macro avg,0.4581439617246531,0.4503487403595162,0.44777191936875604,69953.0
weighted avg,0.4559023331919163,0.4578359755836061,0.4502640312323005,69953.0
