,precision,recall,f1-score,support
18.0,0.22552329507089805,0.18181818181818182,0.20132610006027726,1837.0
19.0,0.30437804030576787,0.22484599589322382,0.25863596102745795,1948.0
20.0,0.34829329962073324,0.308165548098434,0.32700296735905043,1788.0
21.0,0.2576584137641628,0.3301075268817204,0.2894178647183597,1860.0
22.0,0.17522658610271905,0.0967741935483871,0.12468649229666787,1798.0
23.0,0.3293256664924203,0.3423913043478261,0.33573141486810554,1840.0
24.0,0.2622991347342398,0.4978883153449085,0.3435880829015544,2131.0
25.0,0.2735156771180787,0.20728008088978767,0.23583549036525742,1978.0
26.0,0.2978813559322034,0.3557692307692308,0.3242619926199262,1976.0
27.0,0.2952029520295203,0.21119324181626187,0.24622960911049555,1894.0
accuracy,0.279002624671916,0.279002624671916,0.279002624671916,0.279002624671916
macro avg,0.27693044211707435,0.27562336194079623,0.2686715975327152,19050.0
weighted avg,0.2770564739615224,0.279002624671916,0.2700450881937541,19050.0
