,precision,recall,f1-score,support
1.0,0.43531394858828487,0.604093567251462,0.506000489835905,1710.0
2.0,0.7478108581436077,0.6197387518142236,0.6777777777777778,1378.0
3.0,0.6170212765957447,0.6483383685800604,0.6322922804949912,1655.0
4.0,0.7319182389937107,0.6741491672700941,0.7018469656992085,1381.0
5.0,0.8178939034045922,0.7099656357388316,0.7601177336276674,1455.0
6.0,0.6465583913379737,0.5141451414514145,0.5727989037341555,1626.0
7.0,0.5012048192771085,0.6060606060606061,0.5486678976523345,1716.0
8.0,0.7394312067640276,0.6291693917593199,0.6798586572438162,1529.0
9.0,0.6910394265232975,0.7774193548387097,0.7316888045540797,1240.0
10.0,0.7509051412020276,0.6716321243523317,0.709059829059829,1544.0
accuracy,0.640869108572929,0.640869108572929,0.640869108572929,0.640869108572929
macro avg,0.6679097210830375,0.6454712109117053,0.6520109339679764,15234.0
weighted avg,0.6600435408375931,0.640869108572929,0.6456200480608916,15234.0
