,precision,recall,f1-score,support
18.0,0.44881018262313227,0.44148067501360916,0.4451152579582876,1837.0
19.0,0.46272028920018077,0.5256673511293635,0.4921893775534727,1948.0
20.0,0.49926936190940086,0.5732662192393736,0.5337151783389742,1788.0
21.0,0.5705487122060471,0.5478494623655914,0.5589687328579265,1860.0
22.0,0.43412264723740135,0.39766407119021135,0.41509433962264153,1798.0
23.0,0.7097701149425287,0.6711956521739131,0.6899441340782123,1840.0
24.0,0.5123042505592841,0.5373064289066166,0.5245075584058635,2131.0
25.0,0.5391680172879525,0.5045500505561172,0.5212849307913293,1978.0
26.0,0.5577540106951872,0.527834008097166,0.5423816952678107,1976.0
27.0,0.6298701298701299,0.614572333685322,0.6221272047033671,1894.0
accuracy,0.5343307086614173,0.5343307086614173,0.5343307086614173,0.5343307086614173
macro avg,0.5364337716531244,0.5341386252357283,0.5345328409577885,19050.0
weighted avg,0.5364607785359644,0.5343307086614173,0.5346533020105146,19050.0
