,precision,recall,f1-score,support
1.0,0.7920353982300885,0.8419358831538557,0.8162236755264894,8079.0
2.0,0.7076455829922091,0.7253654574986464,0.7163959628367088,7388.0
3.0,0.8094363870020195,0.6389855072463768,0.7141815825706649,6900.0
4.0,0.7117425539198905,0.6249812114835412,0.6655462184873949,6653.0
5.0,0.7058183795541055,0.5789473684210527,0.6361185983827493,6726.0
6.0,0.47821241502284634,0.74743076119143,0.5832540437678402,5741.0
7.0,0.6338084721943384,0.7841530054644809,0.7010103253025425,8052.0
8.0,0.7368138744859646,0.6408023635515472,0.6854624085163007,6431.0
9.0,0.7951884522854852,0.7166811217114774,0.7538964494792063,6918.0
10.0,0.8002571107183031,0.7048832271762208,0.7495484647802528,7065.0
accuracy,0.7045587751776192,0.7045587751776192,0.7045587751776192,0.7045587751776192
macro avg,0.717095862640525,0.700416590689863,0.702163772965015,69953.0
weighted avg,0.7210102750644176,0.7045587751776192,0.7066672043660447,69953.0
