,precision,recall,f1-score,support
1.0,0.4493138556883577,0.5935672514619883,0.5114638447971781,1710.0
2.0,0.7301587301587301,0.6342525399129173,0.6788349514563107,1378.0
3.0,0.6043771043771043,0.6507552870090635,0.6267093395402967,1655.0
4.0,0.7182448036951501,0.6755973931933381,0.6962686567164179,1381.0
5.0,0.78996138996139,0.7030927835051546,0.744,1455.0
6.0,0.6341107871720116,0.5350553505535055,0.580386924616411,1626.0
7.0,0.512396694214876,0.578088578088578,0.5432639649507119,1716.0
8.0,0.7109955423476969,0.6258992805755396,0.6657391304347826,1529.0
9.0,0.6845151953690304,0.7629032258064516,0.7215865751334859,1240.0
10.0,0.7364568081991215,0.6515544041450777,0.6914089347079038,1544.0
accuracy,0.6362741236707365,0.6362741236707365,0.6362741236707365,0.6362741236707365
macro avg,0.6570530911183469,0.6410766094251614,0.6459662322353499,15234.0
weighted avg,0.6498199181441409,0.6362741236707365,0.6398501176083463,15234.0
